experience,job_description,job_desig,job_type,key_skills,location,company_name_encoded
57,9955,12891,,14327,1628,1243
47,9956,12892,,14328,13,414
33,579,723,Analytics,740,14,2239
35,9957,11,,14329,3,1870
1,8318,10676,,11804,13,1981
10,6314,7988,,8805,236,417
22,29,396,Analytics,5931,7,104
17,9958,12893,,14330,15,1951
56,4760,6003,,6543,4,1001
46,9959,12894,,8322,13,104
22,7114,4787,Analytics,9970,4,281
47,5658,7127,,7813,22,1857
35,8373,10761,analytics,11895,13,2023
5,9960,732,,14331,10,1349
30,2360,2934,Analytics,3142,15,1920
26,6513,8265,,9111,25,603
8,6257,7922,,8723,4,911
35,9961,12895,,14332,5,1105
6,27,12896,Analytics,14333,13,2485
17,1223,12897,Analytics,14334,5,5
37,5587,7034,,7708,477,1114
4,1758,2199,Analytics,2334,13,979
43,27,11670,,12914,97,555
6,8419,10826,,11965,13,1353
6,9962,12898,,14335,96,466
24,27,11222,Analytics,12415,4,105
18,27,12899,,14336,1629,2569
35,9070,11725,,12972,18,1586
22,4494,5675,,6176,3,615
26,9626,12475,,14337,1473,2747
26,7835,10000,,11047,268,2702
15,9963,12900,,14338,15,1223
18,1314,11135,,12321,1630,731
36,2163,2706,,2889,5,2147
21,27,1603,Analytics,1679,3,569
57,4565,5765,,6275,4,1675
24,4772,6018,,6557,22,542
9,9964,12901,,14339,1631,472
35,3016,1156,,4078,13,2318
5,9965,12902,Analytics,14340,11,1433
36,1929,2405,,2565,325,2239
22,27,1639,analytics,6884,4,104
21,27,11711,,12955,22,619
6,2684,3349,,3596,22,2605
6,4405,3763,,6060,546,2595
2,9966,12903,Analytics,14341,4,1557
35,852,1071,,1105,251,213
13,27,11,,14342,15,627
56,5912,7454,,8190,5,942
41,210,252,,2312,13,2387
14,9967,12904,,14343,4,2065
6,8835,11394,,12615,13,1249
6,9968,3076,,14344,5,347
22,3479,4354,Analytics,8169,7,516
44,2088,2613,Analytics,2790,4,517
24,8188,10501,Analytic,11609,5,1985
22,9969,12905,,14345,15,2255
16,570,712,,728,56,968
6,9970,12906,,14346,7,2415
53,27,12907,,14347,6,925
22,9971,12908,,14348,7,935
10,9972,12909,,14349,13,1824
40,27,12910,,14350,6,730
13,7169,9131,,10055,34,2014
8,891,1121,,1157,13,2203
19,6862,8730,,9608,7,1567
9,9973,12911,,14351,122,354
35,4639,5856,,6373,4,2226
52,9974,12912,Analytics,14352,4,2036
12,9975,12913,,12014,4,571
47,27,12914,,14353,5,1518
53,27,12915,,14354,32,2345
23,8123,10412,,11503,1372,1036
47,4558,5753,,14355,22,464
20,1528,1901,,2005,4,2733
35,9976,12916,,14356,5,1478
13,6143,7777,,8552,241,822
50,1745,2184,analytics,2318,15,43
17,2599,11744,Analytics,12998,4,2721
28,5686,1868,,7851,4,104
43,9977,6960,,14357,18,975
24,5917,7460,,8195,4,1055
47,9634,12482,,13851,266,908
8,5140,6473,analytics,7087,15,2453
52,2973,12917,,14358,13,566
10,9978,12918,,14359,34,1290
18,27,8381,,9236,5,1953
19,2239,11914,,13192,266,956
4,9750,12620,Analytics,14020,4,26
46,6214,7863,,8654,4,2384
12,27,12919,,14360,91,2577
5,7596,9682,,10694,5,283
23,2927,5951,,3946,4,1125
12,27,7971,,8783,52,2446
26,5645,7115,analytics,13980,7,761
55,9979,12920,,14361,56,1557
27,469,3940,Analytics,4259,22,2153
83,9690,12551,,13932,4,2537
97,1957,2437,Analytics,2601,4,2066
37,845,1061,analytics,1095,13,2405
62,2953,3700,analytics,3987,13,1266
33,7739,9866,Analytics,10911,3,1639
31,27,10955,,7255,57,2093
17,27,3323,,3568,572,1583
35,3340,4191,analytics,4530,48,2672
16,7812,9960,,11011,13,705
7,203,615,Analytics,247,5,2456
62,2916,3648,,3925,365,2402
8,9980,12921,,14362,5,2738
25,27,9872,Analytics,14363,160,431
25,27,401,,14364,1632,2138
6,872,1096,Analytics,1131,22,2350
18,27,12922,,5056,205,39
35,661,830,Analytics,854,214,719
43,9981,12923,,14365,4,688
40,6690,8490,,9359,4,717
24,9982,12924,,14366,4,1141
40,27,5024,,86,1633,824
16,8602,12925,,14367,275,464
14,9983,12926,Analytics,14368,4,987
39,27,8620,,912,222,16
1,4306,5436,,5916,217,740
19,523,654,Analytics,668,5,1125
24,9867,12771,,14194,10,1143
46,4842,6092,Analytics,6650,15,1920
12,605,9811,,10847,13,2312
6,6859,8727,,9605,266,1881
27,27,10705,,11835,1400,333
5,27,12927,,14369,1634,2009
44,27,10288,,11375,1360,1346
37,2707,3377,,3628,4,2407
15,3204,4020,,4344,4,2672
6,2297,2870,Analytics,3066,48,2556
17,5574,7020,,7694,4,947
26,5232,6589,Analytics,7216,5,2651
47,1313,12928,,14370,4,668
15,6251,7914,,8715,7,517
23,4995,6275,Analytics,6861,4,2278
22,8028,1838,,11358,15,272
39,6041,5139,,8385,4,105
39,27,3941,Analytics,4260,7,2030
44,27,5185,,5634,7,2726
37,27,12929,,14371,751,484
9,9984,12930,,14372,48,1766
35,9985,12931,,14373,15,547
23,1540,1919,,2023,4,1766
5,1701,2133,Analytics,2260,5,2281
46,9986,12932,,14374,34,736
29,9987,12933,analytics,14375,7,335
81,9988,9342,,14376,4,486
6,4371,5525,,6008,45,2226
52,9989,12934,,14377,1121,1952
16,2267,2835,,3027,22,616
12,4845,864,,6653,13,1668
23,3010,3769,,4069,22,1997
36,7277,12935,,10220,4,2555
15,6258,7923,Analytics,8724,4,1079
12,767,963,,995,13,66
4,12,745,Analytics,762,11,1125
15,4015,5039,,5467,4,464
6,9990,1050,,1083,4,1949
14,27,12936,,14378,22,2279
27,9991,12937,,14379,7,885
15,4607,5812,analytics,6327,13,949
47,9992,12938,,14380,4,1165
26,27,12939,,14381,462,2633
35,27,633,,647,4,1083
27,590,738,,755,4,2252
26,9993,12940,,14382,13,1433
15,3302,4139,Analytics,4474,57,1114
22,27,12941,,14383,4,104
26,3102,12942,,14384,96,573
62,2083,2607,Analytics,2783,3,2554
23,9994,12943,,14385,4,1244
22,27,10160,,11229,15,1965
22,27,231,,1703,5,104
30,6483,8224,,8043,4,235
5,9995,231,Analytics,14386,4,104
39,8938,11540,Analytics,12772,5,2419
18,27,12761,,7192,1635,2069
74,9996,12944,,14387,389,1822
43,9997,12945,,14388,13,2469
17,9998,344,,14389,272,24
54,1189,1483,,1547,13,1158
27,27,1806,Analytics,1897,7,2279
31,27,2120,Analytics,2245,13,1784
22,5356,9367,,4930,4,2190
24,5740,7228,,7927,4,2429
14,7220,6426,,161,13,2636
43,9999,12946,,14390,7,2664
31,27,12947,,14391,58,884
10,2146,4870,Analytics,14392,14,1126
26,27,6848,analytics,7494,77,1634
35,10000,12948,Analytics,14393,1636,385
12,624,783,,803,13,1053
20,6141,7771,,8543,34,1874
5,5351,6733,,7379,5,1807
36,27,684,,14394,16,1627
35,27,12400,,13756,354,914
31,10001,12949,,14395,86,2244
12,428,537,Analytics,549,156,2032
15,10002,12950,,14396,5,970
14,660,827,Analytics,851,4,2545
50,10003,12951,Analytics,14397,5,47
34,27,8603,,9474,40,107
26,10004,12952,,14398,13,1597
53,27,12953,,14399,5,1922
14,10005,12954,,14400,7,1822
3,27,12955,,14401,700,902
17,10006,12956,,14402,5,283
40,27,6800,,7447,36,1209
42,10007,12957,,14403,34,699
35,625,784,,804,43,1881
5,27,12958,,14404,144,143
9,10008,12959,,14405,4,1354
53,27,12960,,1204,1637,1484
4,27,12961,,14406,7,316
16,9895,12818,,14249,1620,2314
9,9839,8229,,14158,4,1862
22,5592,231,Analytics,7715,4,104
46,10009,12962,,14407,22,1615
16,8769,256,,14408,22,1827
12,4228,4391,,5794,5,104
53,10010,12963,,14409,4,2555
14,10011,12964,,14410,5,1502
22,29,396,Analytics,1072,22,104
6,9480,12279,,13614,1566,2226
17,9369,806,,13442,13,1881
27,5383,12965,,14411,13,108
41,896,1128,Analytics,1165,4,144
20,3632,4539,,4929,5,1647
61,10012,12966,,14412,13,2693
56,2416,3002,,3220,7,862
16,7682,11,,10835,413,2403
7,12,12967,analytics,14413,11,1115
22,2448,3051,,14414,15,516
46,9663,12514,Analytics,13889,13,599
22,6784,12968,,9490,4,862
1,10013,12969,,14415,13,2337
22,27,2226,Analytics,14416,4,104
53,27,12970,,14417,99,2561
15,27,12971,ANALYTICS,14418,4,1055
54,5302,6676,,7315,48,1483
6,10014,4420,,14419,5,1231
26,27,12972,Analytics,14420,287,1854
20,5810,7328,,8036,13,103
40,10015,12973,Analytics,14421,3,2735
6,27,12974,,14422,1638,938
24,7651,9754,,10781,7,2635
40,1848,256,,2456,15,1011
14,10016,12975,,14423,15,1070
18,27,12976,,14424,15,104
35,161,936,,10981,3,773
13,10017,10950,,14425,13,880
17,27,7720,Analytics,8484,874,342
36,6325,8002,,8820,362,2738
36,3050,8713,,9590,467,939
20,640,803,,825,3,732
15,7290,11981,,13256,5,2226
35,27,12977,,14426,5,2423
66,7725,12978,,10892,5,1425
23,6843,8703,,9577,5,1763
5,2560,3197,,3426,5,1408
23,10018,12979,,14427,5,2067
13,27,11984,Analytics,13261,13,104
18,10019,12980,,14428,13,566
24,1024,1290,,1339,108,458
50,9573,12403,,13759,4,1552
10,27,12981,analytics,14429,5,2089
35,5357,12982,,14430,6,1037
35,2181,2726,,2911,6,482
37,10020,12983,,14431,1639,2329
14,10021,12984,,14432,13,2026
9,27,8903,,14433,4,378
40,27,12985,,14434,37,2359
5,27,10646,,11768,31,2670
17,7301,12986,,10258,7,352
22,3546,256,,3106,3,1933
19,3994,5019,,5443,14,777
77,27,2499,,2665,4,2139
35,27,12987,,14435,498,1748
39,3064,3836,,4142,16,1734
35,344,429,,439,4,1881
24,1324,1657,,1738,111,292
39,10022,12988,,14436,399,1566
37,27,12240,,13571,5,2423
17,27,12989,,14437,1640,2729
46,10023,12990,,14438,4,104
22,27,6729,,7375,4,104
55,5538,6979,Analytics,7646,5,525
35,10024,12991,,14439,1492,2390
13,27,8878,,7255,57,2093
35,7947,10156,,11223,13,2651
27,1243,1556,,1629,4,343
30,2360,2934,Analytics,3142,15,1920
56,6738,12992,,11088,14,2239
39,2497,3111,,3335,217,2492
26,2012,2512,,2679,477,1433
54,27,12993,,14440,65,2550
19,6163,6149,analytics,8580,13,1281
6,7522,9573,,10575,4,2226
18,10025,12994,,14441,96,2400
27,9593,12434,,13798,4,2163
19,1955,2435,,2599,4,412
17,3707,4637,analytics,5035,7,99
14,5521,633,,7621,4,1765
6,902,1136,Analytics,1175,4,1565
24,2173,2716,Analytics,2900,4,2258
17,27,12995,analytics,14442,15,1965
9,6838,10665,Analytics,11791,13,2435
6,27,5422,,5898,5,2089
27,27,10923,,3037,13,2485
1,9792,12678,,14087,49,1981
36,27,12996,,14443,10,1240
39,10026,12997,Analytics,14444,160,2398
35,5600,5620,analytics,13364,13,818
77,27,12998,,9305,13,159
53,10027,6893,,14445,93,2285
71,545,683,,697,18,1014
22,29,8594,analytics,6884,4,104
18,10028,12999,,14446,49,923
18,3674,13000,,4982,13,264
49,10029,13001,,14447,13,785
72,5483,6919,,7573,4,2258
8,1541,13002,,2024,1641,939
19,5214,6563,,7190,13,161
35,2500,3114,,3338,4,2603
20,27,4301,,112,1371,1479
41,896,1128,Analytics,1165,4,144
8,8275,12042,,13329,4,294
56,5486,6922,,14448,5,2239
35,2130,2661,,2843,4,1121
35,8101,10379,,11474,13,2485
13,8739,11268,analytics,12469,1017,1322
20,484,1117,analytics,13685,14,2435
24,2460,3071,,3292,32,1248
23,27,13003,,14449,47,1797
9,6414,8123,,8964,22,2488
14,10030,963,,14450,5,372
10,29,33,,8454,5,104
15,1507,13004,,14451,4,2136
14,600,753,,770,196,2125
37,3497,8693,,4744,22,672
20,10031,13005,,14452,22,201
47,1509,1877,,1975,4,2065
26,1296,1624,Analytics,1700,3,1881
16,27,6325,,6918,4,843
45,27,771,,789,1642,2711
21,7782,9918,,10967,13,880
45,10032,13006,,14453,1305,1470
46,967,1218,,1260,6,2435
26,10033,355,,14454,6,753
26,27,13007,,14455,5,2423
24,10034,13008,,14456,1643,2365
24,10035,13009,,14457,7,2005
56,10036,13010,,14458,34,350
16,10037,13011,,14459,4,1642
15,10038,13012,,14460,13,806
49,10039,145,,14461,4,1691
31,27,13013,,14462,272,1371
37,27,13014,,14463,4,425
6,1186,8549,Analytics,6245,3,1115
35,10040,259,,14464,4,1593
27,8656,11147,,12333,22,2662
1,7805,9950,,11002,13,1076
5,149,174,analytics,176,5,990
14,27,3029,Analytics,3247,3,382
40,27,13015,,14465,13,54
6,1371,1715,,1798,5,448
36,10041,13016,,14466,13,1945
50,912,6877,,7528,104,215
39,10042,547,,14467,4,1198
12,27,13017,,14468,5,342
23,3690,4606,,4845,4,1220
52,4970,6245,,6823,3,1982
6,10043,13018,analytics,14469,13,2693
35,6540,8298,,9146,15,2513
34,3704,1244,,5029,7,2445
13,27,13019,,10062,15,884
53,10044,13020,,14470,503,1672
27,7147,191,Analytics,10031,4,681
11,12,13021,analytics,14471,11,1115
13,10045,13022,,14472,1644,2068
36,27,13023,,14473,13,801
20,10046,13024,,14474,7,2059
3,2823,3539,Analytics,3805,18,836
16,10047,13025,,14475,7,1520
22,27,327,Analytics,14476,7,104
22,10048,13026,,14477,4,1452
14,10049,13027,,14478,4,2749
17,2516,3703,,3991,5,740
6,6255,7919,,8720,75,161
30,811,1016,Analytics,1048,5,1638
6,3614,13028,,14479,281,628
31,2017,2518,,2685,4,691
27,736,925,,954,4,2637
34,64,68,,68,22,457
22,3633,4540,,4930,4,2190
14,10050,13029,,14480,4,815
14,6999,8905,Analytics,9794,13,1926
9,8925,11519,,12753,241,1291
22,5668,7139,,7825,122,521
8,1880,6005,analytics,6545,4,5
14,27,13030,,14481,5,2394
27,2004,2503,,2670,151,1871
44,1339,3030,Analytics,6085,5,1125
22,8104,10382,Analytics,11476,4,1881
15,8357,10742,,11876,5,1762
20,6923,8804,,14482,91,1289
12,4086,8541,Analytics,549,156,2032
26,10051,13031,,14483,32,2398
35,27,13032,,14484,5,1257
22,10052,13033,,14485,4,2242
39,27,11559,,12800,4,1504
66,27,11119,,12301,1449,2129
16,10053,13034,,14486,4,2031
17,1491,1857,,14487,5,841
27,7,7,Analytics,7,3,1125
24,494,13035,,9471,5,740
57,27,6422,,7031,48,917
9,9964,12901,,14339,1631,472
56,10054,13036,,14488,15,2507
22,27,10272,,11360,25,2699
14,6418,8127,,8968,4,987
4,1605,2010,analytics,2125,7,1881
27,10055,13037,,14489,122,1437
22,10056,13038,,14490,4,486
19,10057,13039,,14491,6,1364
40,5353,6736,,7383,997,1933
27,1186,1479,Analytics,1543,3,1115
10,9414,12195,,13513,108,458
6,7179,9144,,10067,22,1180
45,5427,2939,,7492,670,890
9,143,167,,169,48,740
37,7087,2586,,9935,7,1567
52,9110,13040,,13031,7,2154
22,2822,456,,3802,18,295
22,5239,6599,,7226,4,2478
37,2252,2821,,3011,6,482
26,27,4125,,14492,49,768
17,10058,13041,,14493,4,1913
50,2344,5677,Analytics,6179,14,1125
35,10059,13042,,14494,22,2252
35,2122,2654,Analytics,2834,4,1394
6,6766,12710,,3762,4,89
4,10060,13043,,14495,4,1022
19,651,814,Analytics,837,7,2036
5,799,1002,Analytics,1034,241,1291
12,1769,191,,14496,4,1710
19,7588,9671,,10683,13,1063
44,5163,109,,7119,13,464
26,10061,13044,,14497,4,866
9,10062,191,,12907,4,873
23,10063,13045,,14498,13,464
8,1073,6301,Analytics,1392,5,1638
6,27,1820,Analytics,1913,378,20
15,5959,7637,,8392,11,1881
24,494,13035,,9471,5,740
4,3836,4814,Analytics,5234,22,2305
22,635,13046,,10996,7,278
13,936,1179,,1221,27,1835
19,161,188,,6183,3,773
43,1098,13047,,14499,34,881
16,27,4532,Analytics,4919,7,1964
6,1182,1475,,1539,13,1353
39,7583,1244,,10672,7,211
8,8322,10682,,759,190,1431
17,9720,1415,Analytics,13975,5,95
23,10064,13048,,14500,11,1125
26,6947,8837,,9726,5,1611
27,7450,9490,Analytics,10475,1273,726
63,10065,9403,,10373,1645,1589
62,10066,13049,,14501,13,586
18,10067,13050,,14502,22,1762
23,657,823,Analytics,846,4,1030
46,1155,4136,Analytics,14503,5,662
22,27,13051,,14504,7,104
27,159,186,Analytics,189,64,1114
35,152,177,Analytics,179,6,665
22,7299,1198,Analytics,10255,4,104
9,27,642,,656,4,601
19,7717,9838,analytics,10880,13,1443
12,27,13052,Analytics,14505,11,1168
10,1128,1409,Analytics,1467,318,105
53,10068,13053,,14506,377,1758
6,2870,3595,,4193,15,517
44,578,721,,738,188,1801
31,27,13054,,7255,57,2093
51,3963,4973,,5401,772,1895
53,5200,6540,,14507,5,1672
30,27,12126,,13429,4,1888
63,7127,9076,,9990,1230,1870
19,10069,13055,,14508,362,805
57,27,13056,,14509,1646,8
62,10066,13049,,14501,13,586
30,5012,6297,,6885,11,908
35,8748,6458,,12484,13,26
14,4983,6259,Analytics,6840,4,106
6,1260,1576,Analytics,1650,346,2351
56,10070,3221,,14510,13,1564
9,2137,2669,Analytics,2850,4,1024
56,3922,4924,Analytics,5350,7,2077
1,9557,12384,,14511,4,2384
27,489,610,Analytics,623,14,1125
31,27,279,,59,1407,654
50,9526,12341,,13680,4,1881
18,27,13057,,14512,22,1010
40,10071,13058,,14513,186,2270
27,2783,3483,Analytics,3740,4,2718
16,10072,13059,,14514,7,885
14,483,649,,3500,266,887
10,5721,7203,,7896,11,601
14,10073,13060,,3090,5,55
5,27,13061,,14515,22,972
40,7024,5444,Analytics,9834,13,516
19,27,13062,,14516,1192,1421
56,10074,13063,,14517,13,2676
23,6652,8438,,9299,7,1535
40,27,1563,,14518,460,1860
16,4667,5889,,6408,7,2559
4,4879,6134,,6698,4,493
6,27,4906,,12508,4,104
35,10075,13064,,14519,13,1357
13,5450,6876,,7526,609,635
17,1009,1273,Analytics,1321,4,2378
21,7041,9325,,10285,22,225
93,27,8797,,9680,4,667
26,10076,13065,,14520,1636,463
21,6896,8765,,9648,13,2367
27,7705,9828,,10865,13,1189
14,4994,11,,6860,4,1030
47,27,13066,,14521,7,1535
6,10077,13067,,14522,7,517
35,27,10948,,8246,5,105
25,9636,7707,Analytics,13853,4,691
18,2315,10321,,11413,201,683
39,10078,13068,,14523,3,1978
44,1130,1416,Analytics,1473,13,2600
27,8381,10770,,409,126,2403
26,27,7019,analytics,7693,5,2652
46,5581,7029,,7702,107,2517
15,4141,5213,,5667,13,2289
74,27,11610,,12854,460,381
42,4887,6146,,6711,13,407
6,27,4666,Analytics,5071,7,601
27,2390,2972,,3183,537,1731
20,5940,7488,,8228,4,550
17,10079,806,,1535,4,2209
1,10080,13069,,14524,4,1708
19,8486,10922,,12079,13,1565
50,5501,5524,Analytics,4579,684,547
6,27,5200,,5652,222,2538
12,8870,11441,,12668,4,2371
27,8181,10487,,11595,1382,1697
14,9855,401,,14180,13,566
27,2119,2651,analytics,2831,13,2352
35,27,3152,Analytics,3377,22,934
15,6805,8650,,9521,13,2189
12,829,11,,14525,13,2435
18,10081,459,,14526,15,2492
35,10000,12948,Analytics,14393,1636,385
12,5155,256,,7106,15,272
3,658,825,,848,1647,593
35,3995,5020,,5444,13,1344
5,799,1002,Analytics,1034,241,1291
47,3720,4657,,5057,13,740
22,10082,5788,,6300,4,104
34,10083,13070,Analytic,14527,7,1227
6,5523,6960,,7623,423,723
27,27,191,analytics,9852,152,241
27,27,1091,,1021,22,173
6,10084,13071,,14528,175,903
91,3362,4216,Analytics,8294,48,601
8,4755,13072,,14529,51,67
30,27,13073,,14530,4,669
24,10085,13074,,14531,5,497
57,992,12652,,1296,11,1636
12,6825,191,,9554,4,2619
22,10086,13075,,14532,4,1139
35,7838,10004,,11053,4,1881
25,3668,10739,,11873,13,1981
36,262,13076,Analytics,14533,3,1881
32,58,62,,62,4,1553
26,6754,8580,Analytics,9451,11,2362
47,10087,13077,,14534,4,1435
22,10088,13078,,14535,13,772
22,5484,6920,,7574,49,1372
4,8158,354,,11557,27,1051
5,6704,8512,,9378,7,686
22,27,13079,,14536,22,1409
76,10089,12072,,14537,15,2695
8,3030,3794,,4097,633,762
25,10090,13080,,14538,49,1329
11,8853,11419,,12645,40,1114
10,7753,447,,10929,15,362
53,27,2150,,14539,424,469
6,10091,13081,,14540,13,1137
15,9493,12296,Analytics,13630,1569,1211
35,10092,13082,,14541,15,5
1,27,1310,Analytics,8927,5,942
9,7170,9132,,10056,4,669
65,10093,13083,,14542,108,21
40,10094,13084,Analytics,14543,48,2182
47,10095,13085,,14544,5,2228
11,7578,9654,,10666,4,1881
15,10096,13086,,14545,7,464
13,27,1591,,14546,3,85
6,10097,13087,,14547,6,1126
56,10098,13088,,14548,7,517
22,10099,13089,,14549,4,224
14,10100,13090,,14550,4,862
20,27,13091,,14551,6,100
26,27,13092,,14552,48,2584
22,1553,1216,Analytics,2037,4,2672
14,10101,13093,,14553,13,1075
8,2830,3546,Analytics,3813,56,1639
31,27,13094,,14554,58,1207
13,1193,1490,,7846,7,2400
53,781,13095,,14555,184,707
13,10102,13096,,14556,178,731
40,27,9377,,10343,1590,1209
14,10103,13097,,14557,4,955
53,1301,1630,Analytics,1707,5,1436
16,1933,2410,,2570,3,1646
8,2830,3546,Analytics,3813,56,1639
22,27,4412,analytics,4781,3,1884
63,10104,13098,,14558,13,1170
19,27,13099,,14559,4,902
100,6443,8168,,9007,4,215
47,10105,13100,,14560,4,2248
1,10106,13101,,14561,7,516
22,2522,4978,Analytics,5689,13,2478
6,2654,4704,,5115,281,2350
2,10107,13102,,14562,4,2722
11,27,415,,9242,48,1886
18,6428,8145,,8983,1147,1292
47,2010,2510,,2677,7,316
27,4756,6001,,6538,15,1340
5,899,1133,Analytics,1170,4,990
34,27,13103,,14563,7,1843
3,3587,4492,,4872,108,459
22,27,415,analytics,14564,5,1884
20,10108,13104,,14565,45,633
16,8495,10931,,12090,838,1938
15,10109,13105,,14566,13,806
6,27,6558,Analytics,7186,18,425
37,10110,13106,,14567,13,840
27,4446,5618,Analytics,6112,45,1115
18,2311,2883,analytics,3081,78,387
40,10111,13107,,14568,49,1185
17,10112,13108,,14569,49,299
5,27,11011,,2942,48,1510
1,5431,11118,,7498,13,638
35,471,587,Analytics,600,47,1244
62,27,13109,,14570,3,1702
30,7567,10657,Analytics,11781,266,1433
18,5701,7177,,7867,1042,1431
39,565,705,,721,22,1759
16,27,7819,Analytics,8602,171,336
15,10113,944,,14571,152,2455
22,307,388,Analytics,396,22,104
22,9365,12167,Analytics,13481,5,1129
40,1248,1561,,1634,3,1459
22,7233,9222,,10152,96,2472
22,27,8250,,9093,22,104
37,10114,13110,,14572,178,849
47,10115,13111,,14573,7,1378
50,3690,13112,,14574,4,1881
35,4519,44,,6206,22,668
13,7371,13113,,14575,1648,2176
36,367,457,,467,22,189
46,4146,5220,Analytics,5674,4,2248
22,27,13114,,14576,49,1350
40,654,819,,842,209,380
22,6587,471,Analytics,490,4,862
17,4812,259,,13922,49,1214
27,1840,2299,Analytics,2446,4,280
27,2257,13115,,3018,1649,2524
39,3655,4565,,4959,4,1297
52,8806,11357,,12573,4,997
35,10116,13116,,14577,22,1362
5,5,7027,,1098,5,740
46,10117,13117,,5588,15,2356
17,10118,13118,,14578,13,409
46,8337,6727,,11839,4,1552
53,4520,5705,,6207,148,1212
19,2682,13119,,14579,4,1051
46,27,13120,Analytics,14580,4,1404
53,10119,13121,Analytics,14581,13,450
40,27,13122,,14582,173,1800
26,10120,13123,,14583,21,208
30,10121,4942,,14584,5,2641
22,27,13124,,14585,4,104
8,6242,7901,,8702,6,1397
27,1186,1487,Analytics,1552,11,1125
32,4587,5786,,6298,56,5
5,10122,355,analytics,14586,10,980
17,27,10003,,11050,67,1686
17,10123,1323,,14587,4,2492
22,27,6905,,7559,640,2148
15,5662,7131,,7817,13,880
40,10124,2789,,14588,189,2121
6,9846,12747,,14168,13,1148
16,7104,9043,analytics,9956,22,1727
14,7863,10036,Analytics,11083,7,613
6,3800,4770,,5184,4,510
17,8587,256,,12229,447,2468
4,931,13125,Analytics,14589,13,867
13,2047,1490,,12382,7,2400
1,9043,11684,,12929,57,1114
27,8820,11374,,12593,272,1361
2,3239,4064,Analytics,4390,4,370
27,10125,13126,,14590,3,1870
24,7551,9617,,10623,217,1392
22,2008,9655,,2675,1295,1509
18,8372,10759,analytics,11893,13,1656
17,27,5990,,4442,22,104
5,8743,11274,,12476,34,544
9,4434,1402,,6094,31,1146
5,9679,12536,,13913,25,1019
20,10126,13127,,14591,468,1921
17,4004,8676,Analytics,5455,624,662
52,10127,13128,,14592,22,1759
11,9785,12669,,14079,15,517
58,10128,13129,,14593,13,2025
4,29,13130,,14594,13,104
39,7182,10386,,11481,3,1565
14,10129,13131,,14595,6,381
12,6154,7788,Analytics,8566,15,485
35,5676,7148,,7836,13,1881
65,2639,3297,,3541,7,2154
18,7628,9723,Analytics,10744,1195,392
26,27,8360,,9212,27,1409
9,27,1557,,14596,5,104
26,161,188,,191,3,1881
9,5250,6612,,7242,13,2261
9,4974,6248,,6827,13,2296
17,3570,4472,,4849,5,283
63,9065,11717,,12961,3,2360
6,7476,9521,,10517,3,1434
6,2485,3096,,3318,13,968
40,27,13132,,11452,49,1117
26,8014,10254,Analytics,11336,4,668
26,27,1425,,1483,540,1315
13,6018,7596,,3216,13,2271
26,3727,10513,,11624,3,1881
32,2554,3187,Analytics,3415,7,2362
36,10130,1216,Analytics,14597,7,6
18,7399,9429,,10403,7,1303
16,4273,5391,,5866,4,485
17,27,11179,,12367,15,1965
27,9330,191,Analytics,13389,13,1076
40,27,13133,,8516,1105,308
11,10131,13134,,14598,39,740
49,1884,2350,analytics,2505,22,1162
6,10132,13135,,14599,22,1271
24,27,13136,,14600,22,2583
39,1817,2274,Analytics,2418,15,1821
17,6346,1246,,8854,15,1011
37,8171,10471,,11576,230,440
30,10133,13137,,14601,15,526
35,27,12682,,14091,217,585
5,27,2342,,3007,4,104
23,10134,13138,,14602,624,984
19,27,13139,,14603,15,1269
39,10135,13140,,14604,7,1795
35,9747,6960,,14013,19,1648
27,9991,12937,,14379,7,885
12,10136,13141,,14605,152,2488
17,9214,11928,Analytics,13207,15,362
22,5611,7066,analytics,7743,4,2398
13,10137,13142,,14606,13,2672
35,27,1802,ANALYTICS,14607,5,1368
40,27,4196,,4536,5,942
23,31,6805,analytics,7452,4,489
6,10138,13143,,14608,5,2015
9,4374,5528,,6011,67,406
20,10108,13104,,14565,45,633
9,10139,13144,,14609,1650,2217
65,1351,13145,,6249,4,2252
13,27,13146,,14610,1181,1279
53,10140,13147,,14611,4,1473
16,27,5421,,14311,7,255
35,7401,9432,,10406,11,2303
17,10141,13148,,14612,4,2187
19,1946,2422,Analytics,2652,13,249
22,27,105,Analytics,105,4,104
22,322,402,,411,127,265
22,5797,7314,Analytics,8022,4,163
56,362,13149,,460,22,566
5,10142,13150,,14613,358,2164
1,27,13151,,14614,4,255
16,7655,9756,,10784,1306,2273
35,10143,13152,,14615,7,1184
18,2080,1553,Analytics,2780,3,1987
20,8986,11603,,12848,15,1777
3,6029,7610,,8363,63,1555
22,9575,12405,,13764,11,1114
10,10144,1323,,14616,13,2672
12,10145,13153,ANALYTICS,14617,48,721
10,10146,13154,Analytics,14618,307,2462
23,2144,2680,,2861,4,1646
6,7315,791,,10276,4,685
14,10147,496,,180,16,1433
57,9649,13155,,14619,1651,169
20,9386,1444,,13471,1156,1547
19,4493,5674,,14620,4,669
31,27,148,,148,22,917
19,10148,13156,,14621,4,66
27,10149,13157,,14622,5,393
40,10150,13158,Analytics,12815,1652,2230
17,27,7720,Analytics,8484,874,342
40,8019,355,,11347,13,2655
31,27,279,,59,1526,654
8,8813,11363,,12582,45,1114
31,27,4861,,5286,1419,2069
24,9158,1514,,13113,13,940
